year,jurisdiction,title,description,status,ISO3,country,topic,type,category,source
2005,National,Chemical Risk Reduction Ordinance (ORRChem),"In Switzerland, refrigerants are regulated by Annex 2.10 of the Chemical Risk Reduction Ordinance (ORRChem). A key objective of the Ordinance is to reduce emissions of ozone depleting and potent climate-warming refrigerants. The Ordinance was last updated in July 2024.",In force,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://www.bafu.admin.ch/bafu/en/home/topics/chemicals/info-specialists/chemicals--regulations-and-procedures/refrigerants.html
2021,National,The Ecodesign for Energy-Related Products and Energy Information Regulations,"Following the United Kingdom's withdrawal from the European Union, the UK government retained EU legislation on Ecodesign and energy labelling for most energy related products, while adjusting legislation for some energy-related products in the Ecodesign for Energy-Related Products and Energy Information Regulations 2021.",In force,GBR,United Kingdom,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations","Heat pumps,Air conditioners",https://www.gov.uk/guidance/placing-energy-related-products-on-the-uk-market#what-is-covered
2017,National,"Regulation on the requirements for the energy efficiency of mass-produced systems, vehicles and equipment","As part of Switzerland's Energy Saving Ordinance, this regulation aligns requirements for space heating and cooling appliances and equipment, among other energy related products, with the EU's legislative framework on Ecodesign and Energy Labelling",In force,CHE,Switzerland,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations","Heat pumps,Air conditioners",https://www.fedlex.admin.ch/eli/cc/2017/765/de#annex_2_11/lvl_u1
2024,National,Canada Green Buildings Strategy - phase-out of the installation of oil heating systems,"In its 2024 Green Buildings Strategy, Canada commits to introducing a regulatory framework that would allow the phase-out of the installation of oil boilers in new construction, as early as 2028. ",Announced,CAN,Canada,Buildings,"Ban of oil boilers,Regulations",New buildings,https://natural-resources.canada.ca/transparency/reporting-and-accountability/plans-and-performance-reports/departmental-strategies/the-canada-green-buildings-strategy-transforming-canadas-buildings-sector-for-net-zer/26065
2013,International,EU Regulation 206/2012 with regard to ecodesign requirements for air conditioners and comfort fans,"This regulation establishes eco-design requirements for the placing on the market of electric mains-operated air conditioners with a rated capacity of  less than 12 kW for cooling, or heating if the product has no cooling function, and comfort fans with an electric fan power input of less than 125W.",In force,SWE,Sweden,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Air conditioners,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02012R0206-20170109
2013,International,EU Regulation 206/2012 with regard to ecodesign requirements for air conditioners and comfort fans,"This regulation establishes eco-design requirements for the placing on the market of electric mains-operated air conditioners with a rated capacity of  less than 12 kW for cooling, or heating if the product has no cooling function, and comfort fans with an electric fan power input of less than 125W.",In force,FRA,France,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Air conditioners,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02012R0206-20170109
2013,International,EU Regulation 206/2012 with regard to ecodesign requirements for air conditioners and comfort fans,"This regulation establishes eco-design requirements for the placing on the market of electric mains-operated air conditioners with a rated capacity of  less than 12 kW for cooling, or heating if the product has no cooling function, and comfort fans with an electric fan power input of less than 125W.",In force,NLD,Netherlands,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Air conditioners,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02012R0206-20170109
2013,International,EU Regulation 206/2012 with regard to ecodesign requirements for air conditioners and comfort fans,"This regulation establishes eco-design requirements for the placing on the market of electric mains-operated air conditioners with a rated capacity of  less than 12 kW for cooling, or heating if the product has no cooling function, and comfort fans with an electric fan power input of less than 125W.",In force,BEL,Belgium,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Air conditioners,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02012R0206-20170109
2015,National,Commission Regulation 813/2013 with regard to ecodesign requirements for space heaters and combination heaters,"This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of space heaters and combination heaters with a rated heat output = 400 kW, including heat pump space heaters.",In force,SWE,Sweden,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02013R0813-20170109
2015,National,Commission Regulation 813/2013 with regard to ecodesign requirements for space heaters and combination heaters,"This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of space heaters and combination heaters with a rated heat output = 400 kW, including heat pump space heaters.",In force,FRA,France,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02013R0813-20170109
2015,National,Commission Regulation 813/2013 with regard to ecodesign requirements for space heaters and combination heaters,"This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of space heaters and combination heaters with a rated heat output = 400 kW, including heat pump space heaters.",In force,BEL,Belgium,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02013R0813-20170109
2015,National,Commission Regulation 813/2013 with regard to ecodesign requirements for space heaters and combination heaters,"This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of space heaters and combination heaters with a rated heat output = 400 kW, including heat pump space heaters.",In force,NLD,Netherlands,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02013R0813-20170109
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,ISR,Israel,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1987,International,Montreal Protocol,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The initial Montreal Protocol aims at phasing out selected ozone-depleting substances as chlorofluorocarbons (CFCs) and halons. ,Announced,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,ISR,Israel,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1990,International,Montreal Protocol - London Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1990 London Amendment: Added fully halogenated CFCs, carbon tetrachloride, and methyl chloroform to the list of substances. Mandated the elimination of the production and consumption of CFCs, halons, and carbon tetrachloride by January 1st, 2000, and of methyl chloroform by January 1st, 2005. Banned trade in these substances with countries that are not Parties to the Protocol. Created a separate timetable of reductions for developing countries and established a special fund to help developing countries meet their obligations.",Announced,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/london-amendment-1990-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,ISR,Israel,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1992,International,Montreal Protocol - Copenhagen Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1992 Copenhagen Amendment: Set the phase-out of consumption and production of CFCs (including fully halogenated CFCs), methyl chloroform, and carbon tetrachloride by January 1st, 1996, and of halons by January 1st, 1994. Hydrobromofluorocarbons (HBFCs) and methyl bromide were added to the controlled substances list, with the former scheduled for developed-state phase-out by January 1st, 1996, and consumption and production of the latter to be frozen at 1991 levels. HCFCs were added to the controlled substances list and required to be phased out gradually by 2030.",Announced,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/copenhagen-amendment-1992-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,ISR,Israel,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
1997,International,Montreal Protocol - Montreal Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Montreal Amendment: Added methyl bromide in the ban on trade in controlled substances with countries that are not Parties to the Montreal Protocol.,Announced,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/montreal-amendment-1997-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
